,Country Name,Country Code,Year,Birth Rate,Population_male,Population_female,Population_total,Median_age,Human Development Index,PM2.5_pollution,Urban population rate,Female_employment_rate,GDP per Capita,female_population_rate_15to44,Continent Name
3081,Haiti,HTI,2020,23.936,5605395,5701407,11306801,22.8,0.54,,57.088,50.499,1283.14122785939,48.55876803743353,North America
3082,Hungary,HUN,2020,9.6,4672304,5077844,9750149,42.5,0.849,,71.942,46.005,16125.6094085407,35.75992668861794,Europe
3083,Indonesia,IDN,2020,16.649,136927582,134930389,271857970,29.2,0.709,,56.641,51.165,3895.61815200225,45.6934549414217,Asia
3084,India,IND,2020,16.572,720997448,675389679,1396387127,27.3,0.642,,34.926,20.712,1913.21973278751,48.166212095635096,Asia
3085,Ireland,IRL,2020,11.2,2469767,2515614,4985382,37.3,0.943,,63.653,51.982,85973.0884875501,40.564968582249605,Europe
3086,Iraq,IRQ,2020,27.732,21297577,21259406,42556984,19.6,0.679,,70.893,7.981,4251.33725272808,45.502223815660656,Asia
3087,Iceland,ISL,2020,12.3,187982,178482,366463,35.6,0.957,,93.898,65.285,58848.41812446,41.57821498867465,Europe
3088,Israel,ISR,2020,19.2,4592300,4622801,9215100,29.0,0.917,,92.587,55.792,44846.7915954816,40.46350783448425,Asia
3089,Italy,ITA,2020,6.8,28957843,30481007,59438851,46.4,0.889,,71.039,35.774,31922.9191626183,31.88552182041672,Europe
3090,Jamaica,JAM,2020,11.813,1399668,1420767,2820436,30.3,0.713,,56.311,53.549,4897.26475034653,49.48056225968087,North America
3091,Jordan,JOR,2020,22.265,5670775,5257947,10928721,23.1,0.723,,91.418,11.154,3998.67313829235,47.52842197994979,Asia
3092,Japan,JPN,2020,6.8,61375600,64885399,126261000,48.0,0.923,,91.782,51.872,39986.9286287091,30.40110292915256,Asia
3093,Kazakhstan,KAZ,2020,22.76,9012624,9743042,18755666,29.5,0.814,,57.671,60.275,9121.63640904156,40.733289894985205,Asia
3094,Kenya,KEN,2020,27.998,25780698,26205082,51985780,18.9,0.578,,27.995,67.19,1936.25075454374,47.195087960419336,Africa
3095,Cambodia,KHM,2020,19.849,8115527,8281334,16396860,26.2,0.596,,24.232,68.838,1577.91173991645,46.134611050261405,Asia
3096,Kuwait,KWT,2020,11.797,2671060,1689384,4360444,37.2,0.822,,100.0,42.669,24297.7108020951,47.31382938579108,Asia
3097,Lebanon,LBN,2020,15.332,2748285,2914639,5662923,28.0,0.726,,88.925,22.353,5599.95752260733,42.17655122582099,Asia
3098,Liberia,LBR,2020,31.708,2531454,2556131,5087584,17.8,0.48,,52.089,69.337,597.529691893048,43.96258328751213,Africa
3099,Libya,LBY,2020,18.302,3369959,3283983,6653942,26.1,0.703,,80.691,24.323,7034.65836433258,46.9099494562016,Africa
3100,Sri Lanka,LKA,2020,14.235,10564472,11354528,21919000,32.2,0.78,,18.713,31.041,3852.38909102194,42.11703952189071,Asia
3101,Lesotho,LSO,2020,26.378,1112185,1141915,2254100,21.9,0.521,,29.028,45.275,917.356381258442,47.95159884930133,Africa
3102,Lithuania,LTU,2020,9.0,1309308,1485577,2794885,43.5,0.879,,68.046,52.915,20381.8557827478,32.01103352584189,Europe
3103,Luxembourg,LUX,2020,10.2,317212,313207,630419,38.6,0.924,,91.453,53.045,116905.370396853,41.74193877974566,Europe
3104,Latvia,LVA,2020,9.2,878681,1021768,1900449,43.4,0.871,,68.315,52.043,18096.2027073394,31.85396816681732,Europe
3105,Morocco,MAR,2020,17.889,18474956,18213816,36688772,28.4,0.679,,63.532,19.175,3258.26904296875,45.6634251071666,Africa
3106,Moldova,MDA,2020,12.481,1251834,1383296,2635130,35.8,0.766,,42.849,34.975,4376.24249318339,39.54420616627736,Europe
3107,Madagascar,MDG,2020,31.343,14148424,14076752,28225177,18.8,0.501,,38.534,80.267,462.404228818383,45.21862713785115,Africa
3108,Maldives,MDV,2020,14.576,297122,217316,514438,29.9,0.734,,40.669,37.872,7216.81637110947,53.7063538809844,Asia
3109,Mexico,MEX,2020,15.565,61587451,64410851,125998302,28.7,0.756,,80.731,39.775,8894.89065003643,46.51737675781817,North America
3110,North Macedonia,MKD,2020,9.2,1033662,1038868,2072531,38.0,0.774,,58.482,36.66,5965.45023195365,41.58631697422101,Europe
3111,Mali,MLI,2020,41.995,10718339,10505701,21224040,15.0,0.427,,43.909,48.832,822.906136832132,41.29178052944777,Africa
3112,Malta,MLT,2020,8.6,266898,248434,515332,39.0,0.911,,94.744,49.64,29597.6361628521,41.96810587368734,Europe
3113,Myanmar,MMR,2020,17.363,26606176,26817022,53423198,28.8,0.6,,31.141,43.77,1479.61368925363,47.1515806797716,Asia
3114,Montenegro,MNE,2020,11.4,302841,318464,621306,37.9,0.826,,67.488,37.97,7677.37132106817,38.74786001389442,Europe
3115,Mongolia,MNG,2020,22.405,1636094,1658241,3294335,26.7,0.745,,68.657,50.124,4041.17414564367,44.26076917069628,Asia
3116,Mozambique,MOZ,2020,36.974,15293299,15884940,31178239,16.7,0.453,,37.074,74.532,456.581928995106,43.477820611151856,Africa
3117,Mauritania,MRT,2020,33.427,2202418,2296186,4498604,17.4,0.556,,55.327,22.844,1836.29241098592,44.301734332875085,Africa
3118,Mauritius,MUS,2020,10.6,625161,640852,1266014,36.4,0.804,,40.76,40.433,9011.04288445023,43.64774809880723,Africa
3119,Malawi,MWI,2020,33.233,9418758,9958303,19377061,16.6,0.516,,17.427,59.042,622.184591270706,45.99443067787604,Africa
3120,Malaysia,MYS,2020,15.417,16986172,16213821,33199993,29.5,0.806,,77.16,49.238,10164.344431073,49.59568444723795,Asia
3121,Namibia,NAM,2020,27.876,1201660,1287438,2489098,21.2,0.633,,52.033,43.821,4252.04172014353,46.23568134375455,Africa
3122,Niger,NER,2020,45.588,12342370,11991269,24333639,14.4,0.401,,16.626,61.196,564.841662317524,39.379270008006245,Africa
3123,Nigeria,NGA,2020,37.467,105243174,103084231,208327405,16.9,0.535,,51.958,48.682,2074.61374667422,42.8434191978568,Africa
3124,Nicaragua,NIC,2020,20.903,3329347,3426548,6755895,24.2,0.654,,59.012,44.311,1876.60737823677,49.27935501277742,North America
3125,Netherlands,NLD,2020,9.7,8665375,8776125,17441500,41.7,0.939,,92.236,57.519,52162.5701150406,36.43760141982483,Europe
3126,Norway,NOR,2020,9.8,2712935,2666540,5379475,39.0,0.959,,82.974,57.748,68340.0181033702,38.45873611426468,Europe
3127,Nepal,NPL,2020,20.64,13980445,15368183,29348627,23.2,0.604,,20.576,24.01,1139.18989203941,50.73266145817827,Asia
3128,New Zealand,NZL,2020,11.32,2522257,2567944,5090200,36.4,0.936,,86.699,61.941,41760.5947840005,39.68879245519488,Oceania
3129,Oman,OMN,2020,18.791,2820785,1722614,4543399,28.8,0.827,,86.276,25.86,16707.6230063214,51.51659048399694,Asia
3130,Pakistan,PAK,2020,27.967,114815641,112381099,227196741,20.0,0.543,,37.165,21.07,1322.31478539554,45.74553769046159,Asia
3131,Panama,PAN,2020,17.919,2148870,2145526,4294396,28.6,0.801,,68.414,41.777,13293.3331951688,44.5997391781782,North America
3132,Peru,PER,2020,17.833,16499432,16805323,33304756,28.0,0.762,,78.297,55.732,6063.62692279047,46.56958552449169,South America
3133,Philippines,PHL,2020,22.039,56947945,55243033,112190977,24.3,0.71,,47.408,41.364,3224.42281121767,46.77842042795171,Asia
3134,Papua New Guinea,PNG,2020,25.996,5039466,4710175,9749640,21.5,0.56,,13.345,45.439,2446.08468660615,48.48887233371077,Oceania
3135,Poland,POL,2020,9.4,18334153,19564918,37899070,40.5,0.876,,60.043,47.089,15816.8204021382,38.25858190120914,Europe
3136,Portugal,PRT,2020,8.2,4859349,5437732,10297081,44.7,0.863,,66.31,49.813,22242.406417972,34.01128179498114,Europe
3137,Paraguay,PRY,2020,20.946,3323985,3294711,6618695,25.3,0.73,,62.183,51.413,5353.34806456279,47.87136836453462,South America
3138,Qatar,QAT,2020,10.895,2005391,754994,2760385,32.0,0.854,,99.235,59.48,52315.6600783117,57.32029481048508,Asia
3139,Romania,ROU,2020,10.3,9320317,9944933,19265250,41.6,0.824,,54.194,43.298,13047.4566563993,35.81176149163334,Europe
3140,Rwanda,RWA,2020,30.309,6423145,6723217,13146362,18.8,0.532,,17.432,43.376,773.773260850509,46.95535634206068,Africa
3141,Saudi Arabia,SAU,2020,18.238,20886852,15110254,35997107,29.2,0.87,,84.287,23.334,20398.0609870951,52.174253583882376,Asia
3142,Sudan,SDN,2020,34.226,22209433,22231053,44440486,18.3,0.51,,35.253,19.955,608.33251953125,44.4580772772679,Africa
3143,Senegal,SEN,2020,33.034,8076926,8359194,16436120,17.6,0.513,,48.122,35.938,1492.47590293523,44.346653257081165,Africa
3144,Singapore,SGP,2020,8.5,2972860,2712947,5685807,41.2,0.939,,100.0,59.704,61273.9916594455,41.70803696783205,Asia
3145,Solomon Islands,SLB,2020,30.223,353241,337950,691191,19.1,0.565,,24.67,80.785,2222.46211853173,45.178643554732304,Oceania
3146,Sierra Leone,SLE,2020,31.914,4124768,4109203,8233970,18.6,0.475,,42.923,49.804,493.432240551423,45.35765759901095,Africa
3147,El Salvador,SLV,2020,16.188,2997430,3295300,6292731,25.9,0.672,,73.444,40.315,3961.72663347599,47.57989445879063,North America
3148,Serbia,SRB,2020,8.9,3307322,3591804,6899126,42.8,0.804,,56.446,42.087,7733.80346893763,35.60007972425952,Europe
3149,Sao Tome and Principe,STP,2020,28.435,109112,109528,218641,18.2,0.619,,74.354,29.256,2155.26586782508,43.812797582364446,Africa
3150,Suriname,SUR,2020,18.279,302656,304409,607065,27.8,0.743,,66.149,38.022,4796.53331389928,44.77225579359383,South America
3151,Slovenia,SVN,2020,8.9,1055356,1047063,2102419,42.9,0.913,,55.118,50.17,25558.4290544506,34.39653570304292,Europe
3152,Sweden,SWE,2020,10.9,5211232,5142210,10353442,39.5,0.942,,87.977,55.568,52837.9039778149,36.72002831110565,Europe
3153,Eswatini,SWZ,2020,24.615,585916,594739,1180655,21.3,0.61,,24.171,34.223,3372.90461019719,47.57036279779874,Africa
3154,Chad,TCD,2020,43.849,8355035,8289666,16644701,14.9,0.397,,23.52,47.54,643.772215694009,41.04347509296513,Africa
3155,Togo,TGO,2020,32.302,4243063,4199517,8442580,18.5,0.535,,42.8,53.776,886.699511508194,44.399541137761645,Africa
3156,Thailand,THA,2020,9.182,34769467,36706197,71475664,38.8,0.802,,51.43,58.561,7001.78546023389,40.00521356107798,Asia
3157,Tajikistan,TJK,2020,27.53,4801489,4741717,9543207,21.3,0.664,,27.506,28.841,852.330229562269,46.41396287315723,Asia
3158,Turkmenistan,TKM,2020,22.294,3096157,3154282,6250438,25.6,0.741,,52.516,45.433,7330.36628793054,45.703625373956,Asia
3159,Tonga,TON,2020,23.139,52093,53161,105254,21.4,0.745,,23.099,40.658,4605.97084119137,44.004589787722345,Oceania
3160,Trinidad and Tobago,TTO,2020,11.946,749174,768972,1518147,35.0,0.818,,53.214,44.472,13705.900228571,44.39372019155432,North America
3161,Tunisia,TUN,2020,16.628,6012828,6148895,12161723,31.4,0.737,,69.568,19.207,3497.71902658991,44.50680524767501,Africa
3162,Tanzania,TZA,2020,36.651,30475454,31229064,61704518,16.7,0.548,,35.227,73.268,1104.16442871094,44.05272441082451,Africa
3163,Uganda,UGA,2020,37.252,21973090,22431520,44404611,15.7,0.524,,24.954,63.549,846.881199214917,44.71493584217799,Africa
3164,Ukraine,UKR,2020,7.8,20435096,23696954,44132049,40.5,0.775,,69.608,43.78,3751.7373046875,36.638275386104695,Europe
3165,Uruguay,URY,2020,10.339,1660166,1768921,3429086,35.0,0.821,,95.515,47.694,15650.4993032445,40.23834303510445,South America
3166,United States,USA,2020,10.9,164308503,167203010,331511512,37.5,0.92,,82.664,51.051,63528.6343027508,38.92954772880056,North America
3167,Uzbekistan,UZB,2020,24.6,17124410,17107641,34232050,26.4,0.721,,50.416,36.448,1759.30747053678,47.12798326409727,Asia
3168,Vanuatu,VUT,2020,29.939,156782,154903,311685,19.5,0.608,,25.525,58.701,2917.75684908933,45.29397524249124,Oceania
3169,Samoa,WSM,2020,27.622,109634,105296,214929,20.5,0.712,,17.889,34.737,4042.72275154324,42.19506056764059,Oceania
3170,South Africa,ZAF,2020,20.326,28580784,30221143,58801927,26.9,0.727,,67.354,36.237,5753.06649433369,46.67289630099195,Africa
3171,Zambia,ZMB,2020,34.953,9338613,9589102,18927715,16.8,0.57,,44.629,50.866,956.831728987032,45.38624917047754,Africa
3172,Zimbabwe,ZWE,2020,31.009,7385220,8284447,15669666,17.9,0.6,,32.242,55.699,1372.69667436829,47.390589099706254,Africa
3173,Afghanistan,AFG,2021,35.842,20254878,19844584,40099462,16.7,0.478,,26.314,19.8,355.777826392648,44.78536674755604,Asia
3174,Angola,AGO,2021,38.809,17051491,17452283,34503774,16.2,0.586,,67.46,66.927,1927.47407832091,42.201901098036856,Africa
3175,Albania,ALB,2021,10.24,1404454,1407212,2811666,37.3,0.796,,62.969,45.14,6377.20309553753,40.62547462651048,Europe
3176,United Arab Emirates,ARE,2021,10.307,6512037,2853108,9365145,32.8,0.911,,87.299,49.202,44332.3400513163,58.75304383027984,Asia
3177,Argentina,ARG,2021,13.902,22678199,23130548,45808747,31.3,0.842,,92.229,45.326,10650.8604604345,43.29170701302107,South America
3178,Armenia,ARM,2021,12.049,1256498,1534475,2790974,34.4,0.759,,63.431,51.585,4972.78320361917,41.46620179540234,Asia
3179,Australia,AUS,2021,12.1,12750753,12934659,25685412,37.0,0.951,,86.362,58.146,60697.2454358579,40.398953815691854,Oceania
3180,Austria,AUT,2021,9.6,4407703,4548093,8955797,42.8,0.916,,58.995,52.495,53517.8904509612,35.917473769146426,Europe
3181,Azerbaijan,AZE,2021,11.1,5002750,5135000,10137750,31.4,0.745,,56.776,59.609,5408.04535175023,45.3593232772384,Asia
3182,Burundi,BDI,2021,34.842,6231786,6319427,12551213,15.6,0.426,,14.058,79.784,221.157803430781,42.758148800516224,Africa
3183,Belgium,BEL,2021,10.2,5722387,5863808,11586195,40.9,0.937,,98.117,47.112,51850.3971840229,36.45320926332169,Europe
3184,Benin,BEN,2021,36.608,6509711,6487184,12996895,17.5,0.525,,48.972,54.741,1360.91147421492,43.37805895439376,Africa
3185,Burkina Faso,BFA,2021,35.541,11010698,11089986,22100683,16.6,0.449,,31.24,55.001,888.781078836766,43.47440113991125,Africa
3186,Bangladesh,BGD,2021,17.821,83998088,85358163,169356251,26.3,0.661,,38.946,34.305,2457.92403936141,50.30329641878127,Asia
3187,Bulgaria,BGR,2021,8.5,3335414,3542329,6877743,44.5,0.795,,76.025,46.567,12219.3418706779,33.01367201708495,Europe
3188,Bahrain,BHR,2021,11.926,908649,554616,1463265,32.7,0.875,,89.622,41.353,26850.0033915702,50.24350181026155,Asia
3189,Bosnia and Herzegovina,BIH,2021,8.42,1610168,1660775,3270943,41.8,0.78,,49.425,32.438,7230.19883771887,36.726908603842006,Europe
3190,Belarus,BLR,2021,9.283,4287977,5014609,9302585,40.2,0.808,,79.91,55.918,7489.71894713888,36.42696347180981,Europe
3191,Belize,BLZ,2021,17.976,201231,198800,400031,25.2,0.683,,46.201,41.492,6060.96822340845,50.6658685466083,North America
3192,Bolivia,BOL,2021,21.836,6058547,6020925,12079472,23.9,0.692,,70.475,54.312,3345.02300226194,48.20236923728496,South America
3193,Brazil,BRA,2021,12.883,105291292,109034931,214326223,32.8,0.754,,87.317,43.307,7696.78483012849,46.07734353533616,South America
3194,Barbados,BRB,2021,10.832,134833,146366,281200,38.9,0.79,,31.246,52.757,17507.4679943101,38.379473374964135,North America
3195,Bhutan,BTN,2021,12.482,411668,365818,777486,28.2,0.666,,43.008,50.343,3560.19770457687,53.70430104587527,Asia
3196,Botswana,BWA,2021,23.576,1277735,1310688,2588423,23.5,0.693,,71.56,45.507,7238.79609753108,49.08277179618644,Africa
3197,Central African Republic,CAF,2021,42.68,2728280,2728875,5457154,14.7,0.404,,42.648,58.611,461.137510956047,40.45080848334935,Africa
3198,Canada,CAN,2021,9.6,18995529,19230969,38226498,40.2,0.936,,81.653,56.251,52358.6216405155,38.31896952780323,North America
3199,Switzerland,CHE,2021,10.3,4320511,4384035,8704546,41.8,0.962,,73.996,58.92,93446.4344518943,36.97036402974629,Europe
3200,Chile,CHL,2021,11.788,9675022,9818163,19493184,34.9,0.855,,87.817,41.768,16240.6077759729,43.89964802988095,South America
3201,China,CHN,2021,7.52,721140373,691219627,1412360000,37.9,0.768,,62.512,58.882,12617.5051041181,39.26230724556077,Asia
3202,Ivory Coast,CIV,2021,33.934,13877714,13600535,27478249,17.6,0.55,,52.18,54.698,2613.3788930684,45.621135492096485,Africa
3203,Cameroon,CMR,2021,34.938,13564231,13634397,27198628,17.5,0.576,,58.148,63.74,1654.25703730592,44.80860227293518,Africa
3204,Colombia,COL,2021,14.204,25415242,26101321,51516562,30.8,0.752,,81.74,42.301,6182.70709867964,47.42456612492076,South America
3205,Comoros,COM,2021,29.398,412703,408923,821625,20.1,0.558,,29.613,29.166,1577.47084066126,44.96634447847698,Africa
3206,Costa Rica,CRI,2021,11.873,2578741,2575216,5153957,32.9,0.809,,81.425,40.028,12604.0488374731,45.55812017322042,North America
3207,Cuba,CUB,2021,8.922,5589258,5667114,11256372,41.2,0.764,,77.292,39.248,48436.3789682857,36.28813537190181,North America
3208,Cyprus,CYP,2021,10.313,623154,621034,1244188,37.6,0.896,,66.856,53.063,32745.84375,42.91749156849028,Asia
3209,Czechia,CZE,2021,10.6,5173976,5331795,10505772,42.6,0.889,,74.214,50.108,26822.5141862111,34.77613462404408,Europe
3210,Germany,DEU,2021,9.6,41049155,42146923,83196078,44.9,0.942,,77.544,53.707,51426.7503654421,33.60935795727719,Europe
3211,Djibouti,DJI,2021,22.205,548890,556667,1105557,23.7,0.509,,78.217,11.131,3062.55148207643,48.70110856221043,Africa
3212,Denmark,DNK,2021,10.8,2913397,2943337,5856733,41.3,0.948,,88.24,55.089,69268.6517983134,36.35068481231073,Europe
3213,Dominican Republic,DOM,2021,18.432,5582224,5535650,11117873,27.1,0.767,,83.213,44.554,8476.74963892506,46.44709293398247,North America
3214,Algeria,DZA,2021,21.524,22497244,21680725,44177969,27.8,0.745,,74.261,12.652,3700.31469728198,44.3987100154333,Africa
3215,Ecuador,ECU,2021,16.817,8886835,8910903,17797737,27.6,0.74,,64.361,50.65,5965.13287054416,47.72791532619732,South America
3216,Spain,ESP,2021,7.1,23236858,24178936,47415794,43.9,0.905,,81.056,43.793,30488.8209528797,35.016713150875724,Europe
3217,Estonia,EST,2021,10.0,631228,699703,1330932,41.5,0.89,,69.415,54.612,27943.701219882,33.85528620439624,Europe
3218,Ethiopia,ETH,2021,32.383,60443404,59839622,120283026,18.5,0.498,,22.174,70.904,925.00069759158,46.15498027506741,Africa
3219,Finland,FIN,2021,9.0,2737509,2803508,5541017,42.4,0.94,,85.596,51.653,53559.9776765847,35.135550532289486,Europe
3220,Fiji,FJI,2021,19.345,463683,460926,924610,26.8,0.73,,57.74,35.424,4656.05134145,46.611061211561086,Oceania
3221,France,FRA,2021,10.9,32758032,35006272,67764304,41.6,0.903,,81.242,48.156,43671.3084099631,34.64007242454216,Europe
3222,Gabon,GAB,2021,27.142,1192411,1148767,2341179,21.6,0.706,,90.423,26.873,8635.7971442819,46.08909113462907,Africa
3223,United Kingdom,GBR,2021,10.1,33112733,33913559,67026292,39.6,0.929,,84.152,55.667,46869.759058411,36.90089825926035,Europe
3224,Georgia,GEO,2021,13.412,1743681,1964929,3708610,36.4,0.802,,59.872,49.609,5023.27438368985,36.83970112807727,Asia
3225,Ghana,GHA,2021,27.548,16375536,16457496,32833031,20.4,0.632,,57.985,62.405,2422.08591285021,46.291843130080125,Africa
3226,Guinea,GIN,2021,34.425,6685900,6846006,13531906,17.7,0.465,,37.264,39.117,1189.17599945874,44.459020665408445,Africa
3227,Guinea-Bissau,GNB,2021,31.087,1017216,1043505,2060721,18.3,0.483,,44.617,47.099,795.118605039186,45.765616839401815,Africa
3228,Equatorial Guinea,GNQ,2021,30.498,863375,771091,1634466,20.9,0.596,,73.561,45.287,7406.08497479348,43.66646975938622,Africa
3229,Greece,GRC,2021,8.0,5177554,5391653,10569207,44.7,0.887,,80.038,35.6,20310.6824798873,33.495230720667315,Europe
3230,Guatemala,GTM,2021,21.12,8470073,8639673,17109746,22.1,0.627,,52.245,34.874,5029.47755484093,49.21367436488739,North America
3231,Guyana,GUY,2021,20.298,393635,410932,804567,25.5,0.714,,26.897,32.958,9994.64570422569,46.14917571420055,South America
3232,Honduras,HND,2021,21.071,5190703,5087643,10278345,23.4,0.621,,58.982,42.908,2771.72265387572,50.77892650879783,North America
3233,Croatia,HRV,2021,9.4,1888656,1990345,3879000,43.7,0.858,,57.878,42.076,17809.0323901126,34.08183798007667,Europe
3234,Haiti,HTI,2021,23.498,5672850,5774718,11447569,23.0,0.535,,57.964,50.679,1823.74222445285,48.61074180499015,North America
3235,Hungary,HUN,2021,9.7,4654334,5055557,9709891,42.7,0.846,,72.245,50.189,18753.0469453539,35.223772040837886,Europe
3236,Indonesia,IDN,2021,16.425,137852478,135900714,273753191,29.4,0.705,,57.29,50.394,4334.2159826606,45.53185807961192,Asia
3237,India,IND,2021,16.419,726503429,681060412,1407563842,27.6,0.633,,35.393,21.403,2238.12714218765,48.21862891641791,Asia
3238,Ireland,IRL,2021,11.6,2494029,2539135,5033164,37.6,0.945,,63.912,54.298,102001.798249145,40.2267126780932,Europe
3239,Iraq,IRQ,2021,27.367,21797409,21736184,43533592,19.8,0.686,,71.119,7.839,4770.83534274738,45.59660058085636,Asia
3240,Iceland,ISL,2021,13.1,190942,181577,372520,35.9,0.959,,93.944,64.666,68710.2442005473,41.42704798836645,Europe
3241,Israel,ISR,2021,19.7,4672141,4699259,9371400,29.0,0.919,,92.674,56.804,52129.5159612108,40.28797821688869,Asia
